AppNo,Region,Area,Activity,Guarantor,Collateral,Collateral_valuation,Age,Properties_Status,Properties_Total,Amount,Term,Historic_Loans,Current_Loans,Max_Arrears,Defaulter
350529,10,20,18,1,1,2243,31,D,2,4939,22,1,1,0,0
350530,10,5,1,0,1,2133,34,D,1,2386,23,5,1,44,0
350531,13,5,3,0,0,,27,A,3,9407,22,2,2,0,0
350532,14,60,1,0,1,9995,33,B,2,6475,47,1,1,0,1
350533,9,90,14,0,1,792,58,B,1,1761,23,5,,0,0
350534,6,30,14,0,1,10438,41,D,2,7092,46,7,1,0,0
350535,9,80,,0,0,,44,B,1,22432,23,4,1,64,0
350536,11,25,18,0,0,,53,D,1,19791,23,6,3,9,0
350537,10,90,1,0,1,1962,48,B,1,2068,35,4,1,0,0
350538,7,35,2,0,1,14707,29,A,1,13670,21,4,5,0,0
350539,14,40,14,0,1,2805,47,D,3,5981,22,1,1,0,0
350540,7,25,19,0,0,,52,D,1,4026,24,1,1,0,0
350541,10,10,9,0,1,5468,49,B,1,4089,20,1,,0,0
350542,11,35,14,0,1,6308,50,B,2,5682,24,2,,3,0
350543,11,30,18,0,1,3865,36,A,2,6460,20,14,5,127,0
350544,10,90,1,0,1,2317,37,D,2,3636,22,7,,12,0
350545,8,40,18,0,1,17386,29,D,1,15626,19,4,1,0,0
350546,7,35,1,0,0,,28,B,1,6568,34,2,2,0,0
350547,11,10,14,0,0,,55,B,1,17183,23,3,2,0,0
350548,11,5,14,0,1,326,53,B,2,3518,24,8,2,15,0
350549,14,40,14,0,1,2372,54,A,5,1562,23,2,,193,0
350550,14,80,1,0,1,2799,42,D,3,3575,22,3,,0,0
350551,9,25,14,0,1,10923,48,B,2,12911,36,2,2,0,0
350552,10,90,1,0,1,1648,43,B,2,1844,22,4,3,22,0
350553,10,25,14,0,1,1399,25,D,3,2408,11,1,,0,0
350554,6,45,3,0,1,44257,21,A,1,48199,35,6,4,0,0
350555,10,45,1,0,1,1645,36,B,1,2553,22,7,1,32,0
350556,5,40,1,0,0,,47,B,1,5839,35,11,1,0,0
350557,8,25,18,0,0,,43,B,1,14809,24,1,1,0,0
350558,9,90,14,0,1,2475,48,B,1,3285,20,2,1,0,0
350559,7,5,1,0,0,,54,B,1,2993,23,1,1,0,0
350560,4,10,8,0,0,,32,D,1,8397,23,1,1,0,0
350561,8,25,4,0,0,,53,B,1,3547,48,1,1,0,0
350562,9,30,14,0,1,10529,41,B,3,20940,23,3,,314,0
350563,10,55,18,0,1,31563,40,B,1,24795,16,1,1,0,0
350564,4,20,19,0,0,,44,B,3,4495,11,10,,1005,0
350565,6,10,2,0,1,21565,53,B,1,26724,21,2,1,0,0
350566,10,10,1,0,1,4256,59,B,1,9150,23,1,,0,0
350567,10,45,14,1,0,,25,D,1,2268,12,3,2,0,0
350568,6,5,,0,0,,41,B,1,6259,23,6,2,680,0
350569,10,45,1,0,1,10975,28,D,1,14778,24,1,,0,0
350570,9,30,14,1,1,1409,59,B,1,3083,23,9,4,0,0
350571,10,15,1,0,1,1183,47,B,2,2529,22,7,1,65,0
350572,9,55,,0,1,5481,55,B,2,4705,23,3,,0,0
350573,11,5,1,0,1,3426,40,B,2,5677,47,6,,0,0
350574,14,40,1,0,1,3804,52,B,4,4687,24,9,,318,0
350575,10,15,1,0,1,3910,36,B,1,4040,22,3,,29,0
350576,10,20,1,0,1,37933,33,B,2,35955,49,4,,0,0
350577,8,60,1,0,1,3865,18,B,1,22207,60,3,2,266,1
350578,10,75,14,0,1,8964,44,B,3,17423,11,6,2,0,0
350579,13,5,12,0,0,,32,B,1,17366,22,3,2,0,1
350580,7,20,9,1,0,,41,D,3,8160,11,9,2,7,1
350581,9,80,14,0,0,,18,A,1,2096,23,3,2,0,0
350582,4,20,1,0,0,,22,D,1,13484,23,1,,0,0
350583,8,45,1,0,0,,48,D,2,5261,34,7,3,0,0
350584,8,35,14,0,1,6004,25,A,1,8821,35,1,1,0,0
350585,5,25,3,1,0,,38,A,1,7211,19,1,1,0,0
350586,6,30,9,0,1,9281,38,A,1,17325,24,1,,0,1
350587,5,25,3,0,1,12303,51,B,3,11143,60,2,1,1882,1
350588,9,35,14,0,1,132,29,A,2,1331,22,1,1,0,0
350589,10,45,1,1,0,,43,B,2,8351,23,3,1,80,0
350590,10,45,14,0,1,6114,42,D,3,7615,13,17,3,25,0
350591,10,15,1,0,1,2059,30,B,2,3133,21,8,1,1,0
350592,10,30,14,0,1,5242,28,D,1,5794,11,12,5,0,0
350593,8,25,3,0,0,,41,B,2,1398,45,2,2,0,0
350594,10,5,1,0,1,18084,57,D,2,12901,48,3,2,0,0
350595,10,5,14,0,1,7068,43,B,3,8354,12,7,4,0,0
350596,7,35,2,1,1,8328,21,B,1,9460,35,3,1,0,0
350597,10,95,1,0,1,3842,48,B,2,4831,23,7,1,0,0
350598,10,5,1,0,1,2831,28,D,3,3390,23,6,2,21,0
350599,7,30,3,1,0,,48,B,1,24922,33,5,,1,0
350600,10,5,17,0,1,3768,39,B,1,4718,35,7,2,28,0
350601,3,5,14,0,0,,30,A,1,2119,11,1,1,0,0
350602,10,15,14,0,1,7171,42,D,2,7138,34,1,1,0,0
350603,13,5,1,0,1,28364,57,B,1,26414,35,3,2,22,1
350604,10,25,17,1,0,,26,D,2,4227,23,3,1,0,0
350605,10,45,14,0,1,5591,27,A,2,5859,13,3,1,0,0
350606,8,10,18,0,1,45892,47,B,1,75867,16,1,,0,1
350607,10,65,1,0,0,,34,A,2,14550,47,1,,0,1
350608,8,15,2,0,1,5949,78,D,6,5575,57,1,,31,1
350609,8,70,1,0,1,7872,53,D,5,13751,48,9,3,23,1
350610,7,50,1,0,0,,52,D,8,4630,17,5,1,0,0
350611,9,30,,0,1,12649,46,B,2,17581,36,3,3,0,1
350612,10,25,1,0,1,5471,33,B,2,7817,24,13,2,12,0
350613,8,10,1,0,0,,43,B,2,5701,34,4,1,0,0
350614,5,30,1,0,0,,44,B,1,4950,24,1,,0,1
350615,11,15,,0,1,8367,30,B,2,7217,35,12,3,0,0
350616,5,40,1,0,0,,30,D,1,2050,23,1,1,0,0
350617,8,50,14,0,0,,42,B,1,3530,18,3,3,0,0
350618,9,45,18,0,0,,40,B,4,16605,23,1,1,0,0
350619,10,15,14,0,1,1499,43,B,1,1765,11,3,,26,0
350620,9,40,1,0,1,3426,51,B,2,5606,36,2,,576,0
350621,10,5,1,0,1,3526,40,D,3,4465,23,1,1,0,0
350622,10,5,1,0,1,6483,44,D,5,7502,36,1,1,0,0
350623,7,5,5,0,0,,34,B,2,2629,19,6,2,0,0
350624,14,35,1,0,1,2941,58,B,2,3170,23,3,,182,0
350625,10,5,14,0,1,2340,43,D,3,1833,11,6,3,0,0
350626,10,45,14,0,0,,37,D,2,3130,23,8,5,0,0
350627,10,15,1,1,0,,30,D,3,5056,20,1,1,0,0
350628,10,90,14,0,1,2960,51,B,1,2676,11,3,2,32,0
350629,8,15,1,0,1,4295,40,D,5,7637,35,5,,139,0
350630,9,35,1,0,1,7035,47,B,1,7838,35,1,1,0,0
350631,14,60,14,0,0,,55,B,1,3749,21,4,3,40,0
350632,10,75,14,0,1,4818,43,D,4,3875,11,2,2,0,0
350633,7,30,19,0,0,,51,D,2,1324,11,9,2,253,0
350634,5,20,9,1,0,,21,A,2,7958,45,1,,0,0
350635,10,15,19,0,1,252,51,D,7,3866,23,1,1,0,0
350636,8,65,1,0,1,1141,47,D,3,2299,36,9,3,112,0
350637,14,60,1,0,1,14132,36,B,1,20400,36,1,1,0,1
350638,10,5,2,0,1,2459,38,B,1,2831,12,4,3,0,0
350639,5,35,19,0,0,,36,D,2,4729,43,5,1,0,0
350640,8,25,4,0,0,,31,B,2,1830,59,7,2,198,0
350641,13,5,1,0,1,6179,49,B,1,8382,48,1,,65,0
350642,4,10,3,0,0,,45,B,1,13115,35,1,,0,0
350643,9,35,15,0,1,10128,43,D,3,10958,36,13,1,25,0
350644,14,40,14,0,1,3329,40,B,3,3524,21,3,1,142,0
350645,14,50,1,0,0,,55,B,2,1365,34,3,3,0,0
350646,9,30,14,0,1,5410,28,D,3,12129,20,1,1,0,0
350647,8,20,5,0,0,,51,B,2,7578,11,9,1,0,0
350648,7,35,9,0,1,2197,36,D,1,2796,22,1,1,0,1
350649,7,20,,1,0,,45,B,3,35071,35,3,2,11,1
350650,9,25,14,0,0,,36,D,3,21803,23,6,4,6,0
350651,9,5,,0,1,12264,46,B,1,11440,48,1,,148,1
350652,5,35,9,0,0,,51,A,1,7970,23,4,2,51,1
350653,10,15,17,1,0,,39,D,2,5670,23,1,,0,0
350654,8,60,19,0,0,,24,D,2,2378,19,6,4,80,0
350655,10,70,9,0,1,1028,22,B,1,1834,44,7,4,0,0
350656,4,15,19,0,1,7155,28,A,1,17871,48,2,,0,0
350657,8,60,1,0,0,,33,B,2,1909,46,2,2,0,0
350658,4,10,,1,0,,30,A,4,4706,47,2,,0,0
350659,11,30,19,0,1,3464,55,B,2,5817,20,1,,88,0
350660,4,15,19,0,0,,40,D,2,4894,37,2,,0,0
350661,6,50,14,0,0,,32,B,2,7568,17,4,2,0,0
350662,9,20,18,0,0,,47,B,1,10553,23,1,,29,0
350663,6,45,1,0,0,,26,B,6,80344,35,2,2,0,0
350664,10,5,14,0,1,795,28,B,2,1327,11,2,1,0,0
350665,10,25,14,0,1,15347,52,B,2,11079,11,4,1,31,0
350666,10,70,1,0,1,2669,53,B,2,4658,23,8,1,0,0
350667,10,45,18,0,1,25530,28,B,2,27021,17,2,1,0,0
350668,10,70,14,0,1,2792,30,A,2,9545,23,6,,78,0
350669,14,85,14,0,1,1448,52,B,2,2420,23,2,1,0,0
350670,9,70,1,0,1,1325,40,B,2,3597,35,4,2,0,1
350671,9,55,14,0,1,940,25,B,1,1628,23,3,2,0,0
350672,9,80,18,0,0,,35,B,1,39572,24,1,1,0,0
350673,10,30,1,0,1,8105,43,D,1,13011,32,7,3,5,0
350674,9,95,14,0,1,16956,55,D,1,22974,23,2,,0,0
350675,14,80,18,1,0,,27,B,2,3153,13,3,2,0,0
350676,8,20,1,0,0,,44,B,1,3101,22,3,1,0,0
350677,10,70,1,0,1,8315,43,B,1,7911,35,1,,149,0
350678,10,5,14,1,0,,50,B,4,5652,23,3,1,661,0
350679,7,30,5,0,1,16358,41,A,2,25983,11,6,2,52,1
350680,7,5,3,0,0,,46,B,1,3501,19,15,3,0,0
350681,14,85,1,0,0,,49,B,2,5419,22,2,1,0,0
350682,4,10,14,0,0,,56,B,2,3659,11,2,,46,0
350683,7,30,19,0,0,,45,C,4,9729,21,2,1,0,0
350684,10,90,1,0,1,1968,48,B,1,3957,47,3,,26,0
350685,8,10,18,0,0,,57,B,1,16156,22,1,1,0,0
350686,9,15,14,0,0,,37,B,3,4633,12,1,1,0,1
350687,14,60,14,0,1,4253,31,B,1,5692,23,6,2,14,0
350688,11,30,1,0,1,2740,29,A,3,7049,33,5,,62,0
350689,9,5,18,0,1,27957,55,B,1,32207,24,1,,0,0
350690,8,60,4,0,0,,43,C,6,6964,36,9,5,230,0
350691,7,10,3,0,1,19076,49,B,3,31943,23,2,2,0,1
350692,10,30,1,0,1,1522,58,D,2,3022,34,6,,0,0
350693,13,20,8,0,0,,34,D,2,13433,28,3,2,0,0
350694,10,45,14,0,1,4602,54,B,1,4267,13,4,2,0,0
350695,9,57,14,0,1,3219,54,B,3,2898,23,15,1,135,0
350696,14,60,1,0,1,1415,46,B,2,2324,23,6,1,0,0
350697,8,10,1,0,1,4253,40,D,6,4462,34,1,1,0,0
350698,14,60,14,0,1,30393,39,B,1,23848,23,4,4,0,1
350699,8,10,18,0,0,,25,D,3,14654,22,9,1,0,1
350700,10,5,,0,1,10933,51,B,3,15726,11,4,,0,0
350701,10,5,,0,1,3687,43,B,3,8228,35,5,1,294,0
350702,13,10,2,0,0,,27,D,2,8670,21,3,2,7,0
350703,7,5,19,0,0,,36,B,3,2595,22,2,2,0,0
350704,10,65,1,0,1,1335,43,B,1,2709,24,4,1,0,0
350705,8,40,1,0,1,1170,25,B,1,2077,36,1,,0,0
350706,4,10,1,0,0,,43,D,3,4057,59,2,2,0,0
350707,8,65,1,0,0,,47,D,1,1652,23,2,,0,0
350708,10,5,1,0,1,39733,26,D,1,37512,35,6,4,0,0
350709,10,45,14,0,1,2304,45,D,3,1722,12,6,1,33,0
350710,7,5,5,0,0,,51,C,2,1825,11,1,1,0,0
350711,3,10,4,0,0,,48,B,1,7750,32,2,,81,1
350712,9,95,14,0,1,5810,31,A,3,4163,23,5,1,122,0
350713,5,10,3,0,0,,51,D,2,2504,21,9,1,6,0
350714,10,5,17,0,1,2336,29,D,1,17618,36,3,2,0,1
350715,7,40,19,0,0,,51,B,1,1882,24,7,2,83,0
350716,10,65,14,0,0,,54,B,4,3737,22,3,1,44,0
350717,9,90,14,0,1,1209,51,B,2,2873,19,1,,0,0
350718,10,70,14,0,1,3138,40,B,1,5672,17,6,,0,0
350719,10,55,14,0,0,,43,B,2,4496,12,1,1,0,0
350720,9,30,1,0,0,,40,B,2,3675,11,1,,380,0
350721,11,15,1,0,1,11378,44,B,3,12996,35,1,1,0,0
350722,14,35,14,0,1,646,26,B,2,1317,11,5,2,1,0
350723,11,25,1,0,1,2262,40,B,3,20043,32,2,2,0,1
350724,10,25,17,1,0,,36,D,2,6603,23,1,,3,0
350725,8,50,5,0,1,10141,51,B,2,8145,21,2,1,0,0
350726,10,30,1,0,1,3093,36,B,2,9413,24,27,4,0,0
350727,9,40,1,0,1,2989,50,B,1,4444,36,4,3,0,0
350728,14,85,1,0,1,2908,45,B,2,6754,35,4,1,6,0
350729,10,90,18,0,0,,53,B,2,11272,19,8,1,0,0
350730,7,35,19,1,0,,24,A,1,6362,22,3,2,0,1
350731,7,40,19,0,1,17748,36,B,5,36216,46,13,2,63,0
350732,11,5,14,0,0,,32,B,1,13809,23,5,2,48,0
350733,5,40,10,0,1,7959,57,D,6,13383,48,5,3,0,1
350734,10,5,1,0,1,4970,54,D,2,4458,34,5,,571,0
350735,10,5,1,0,1,97,30,D,3,7550,35,3,2,0,0
350736,9,80,1,0,1,1680,37,B,1,2260,47,2,1,0,0
350737,13,20,8,0,0,,56,B,2,7635,23,3,2,29,0
350738,9,30,14,0,1,2181,39,B,2,2625,23,5,3,7,0
350739,10,30,1,1,0,,54,D,2,1768,13,8,,0,0
350740,10,5,14,0,0,,31,D,2,2150,13,13,3,0,0
350741,8,25,1,0,1,4078,53,B,1,6080,24,1,1,0,0
350742,11,10,14,0,0,,32,A,2,4823,23,2,,38,0
350743,12,15,1,0,1,14768,42,D,4,26873,45,5,1,9,0
350744,14,40,14,0,1,26822,43,A,3,24301,23,2,1,0,0
350745,8,25,4,0,0,,31,D,3,10434,60,1,,0,0
350746,9,15,9,0,0,,27,A,6,7116,47,3,2,0,1
350747,13,10,2,0,0,,27,B,2,5129,23,1,,220,0
350748,6,10,1,0,1,2828,66,A,1,4282,30,4,2,0,0
350749,11,30,19,0,1,5484,27,D,2,17947,22,1,,0,0
350750,8,25,1,0,1,7646,46,B,1,7551,35,1,1,0,0
350751,9,57,14,0,1,2294,35,B,2,3310,23,4,1,0,0
350752,14,40,14,0,1,3173,55,B,3,6867,12,7,1,30,0
350753,10,15,17,0,0,,33,A,5,4797,22,8,3,7,0
350754,7,30,19,0,1,12713,35,B,2,13347,33,2,2,0,0
350755,5,20,19,0,1,40453,58,B,3,36149,47,4,3,0,0
350756,9,95,14,0,1,5810,31,D,1,5369,24,1,,56,0
350757,13,5,1,0,0,,57,B,3,7996,23,1,,612,0
350758,6,25,14,0,0,,56,B,1,16757,11,3,,84,0
350759,6,40,2,0,0,,51,B,2,5489,23,1,1,0,1
350760,9,15,3,0,0,,35,B,3,2319,36,5,4,0,0
350761,10,55,14,0,1,2210,49,A,3,2508,11,9,2,0,0
350762,10,25,14,0,1,4072,51,B,2,3375,11,2,,0,0
350763,10,5,1,0,1,4040,52,D,2,3378,22,14,2,54,0
350764,10,45,1,0,1,6748,45,B,2,5781,21,5,1,50,0
350765,14,80,1,1,0,,61,B,2,2103,21,1,,874,0
350766,8,30,14,0,1,16368,43,D,2,29220,42,1,1,0,0
350767,10,10,1,0,1,947,46,B,1,3318,22,6,2,11,0
350768,14,60,14,0,0,,39,B,2,2420,23,2,1,0,0
350769,9,85,1,0,0,,57,B,1,2003,23,1,1,0,0
350770,9,57,1,0,0,,45,B,2,4299,35,3,,47,0
350771,14,50,1,0,0,,55,D,4,2081,24,2,2,0,0
350772,8,10,18,0,0,,50,C,3,8246,23,3,,332,0
350773,14,40,14,0,1,1648,48,A,13,31889,22,13,,128,0
350774,14,35,1,0,1,6428,36,B,3,5833,36,1,,0,0
350775,9,5,9,1,0,,43,B,2,2854,13,4,1,0,0
350776,8,65,8,0,0,,25,A,3,5276,22,9,2,64,0
350777,14,60,,0,1,3865,40,B,1,3743,48,2,,103,1
350778,3,10,3,0,0,,40,A,3,4220,18,3,2,0,0
350779,6,5,14,0,0,,42,C,3,2619,35,1,1,0,0
350780,9,80,18,0,1,9898,47,B,5,8865,23,7,,0,1
350781,9,55,1,1,1,7035,57,B,2,5708,22,2,,10,0
350782,9,40,14,0,1,2485,25,D,2,3755,24,2,1,0,0
350783,10,70,,0,1,423,49,B,1,1601,23,1,1,0,0
350784,14,40,14,0,1,1923,48,D,5,3470,22,2,,0,0
350785,8,40,14,0,1,17273,48,D,1,13907,47,6,3,11,0
350786,9,90,1,0,1,4802,46,B,2,6828,24,6,2,0,0
350787,8,65,1,0,0,,62,B,1,22701,36,2,1,0,0
350788,10,75,14,0,1,1619,41,B,2,1487,12,3,1,0,0
350789,11,5,14,0,1,3671,47,D,2,10434,22,10,3,0,0
350790,8,50,14,0,0,,41,B,1,1286,21,4,2,0,0
350791,10,65,14,0,1,207,39,B,2,2862,14,3,,39,0
350792,9,57,14,0,1,5668,34,D,2,5652,22,5,1,0,0
350793,7,35,2,0,1,16194,21,C,1,13915,12,8,,1570,1
350794,8,10,18,0,0,,51,D,2,45825,23,7,,151,1
350795,9,50,1,0,0,,58,B,4,5058,23,1,,0,1
350796,9,50,18,0,1,4398,43,B,1,5137,21,3,1,729,0
350797,14,40,19,0,1,792,39,B,2,5588,12,3,1,0,0
350798,10,75,14,1,0,,31,B,1,6074,11,4,,41,0
350799,5,5,8,0,1,4098,23,D,1,9068,47,9,2,25,0
350800,10,95,17,0,1,3464,51,B,1,5415,23,2,,0,0
350801,7,15,14,0,0,,54,D,3,1274,20,6,1,0,0
350802,8,25,4,0,0,,52,D,4,1848,58,2,1,7,0
350803,8,5,,0,0,,43,B,1,4996,23,1,,0,1
350804,5,40,10,0,0,,36,A,3,8008,35,2,,0,0
350805,10,25,1,1,0,,40,B,2,3158,23,6,1,20,0
350806,10,45,14,0,1,5151,40,B,2,15234,12,7,1,0,0
350807,7,5,19,0,0,,21,B,2,7508,47,1,1,0,1
350808,9,20,,0,0,,40,B,1,9134,23,1,1,0,0
350809,7,15,19,0,0,,55,D,3,1936,47,5,4,0,0
350810,9,55,14,0,1,61721,43,B,2,46334,34,4,3,36,0
350811,9,85,14,0,0,,36,B,1,4037,22,2,,34,0
350812,9,30,18,0,0,,28,B,1,12470,23,1,1,0,0
350813,8,65,14,0,0,,39,D,2,18159,23,4,1,108,0
350814,10,70,14,0,1,6667,41,B,1,7721,23,4,2,0,0
350815,8,25,2,0,1,7814,33,A,4,19428,23,9,1,33,0
350816,8,15,3,0,0,,43,D,2,2504,59,5,2,78,1
350817,4,15,19,0,0,,41,D,2,8072,34,3,3,0,0
350818,11,15,19,0,0,,25,A,2,3247,23,7,3,0,0
350819,9,10,14,0,1,3758,25,D,2,3487,11,3,2,0,0
350820,9,30,14,1,1,3587,51,B,1,3531,22,8,4,0,1
350821,7,35,1,0,0,,34,B,1,8432,23,1,,0,0
350822,10,15,17,1,0,,28,D,1,6290,23,5,1,21,0
350823,7,25,1,1,0,,33,C,3,5251,55,2,1,0,0
350824,8,30,9,0,1,8001,35,B,2,6693,48,4,3,18,0
350825,9,20,14,0,1,3400,42,B,2,4533,23,5,1,262,0
350826,10,65,14,1,1,2495,60,B,1,4341,21,1,1,0,0
350827,10,15,,0,1,2715,28,D,1,4081,22,1,,0,0
350828,8,70,1,0,0,,42,D,2,4884,44,7,,0,0
350829,7,5,1,0,0,,35,B,1,2507,23,1,,0,0
350830,9,55,1,0,0,,25,D,1,10097,41,3,1,40,0
350831,7,40,2,0,0,,30,A,1,9592,23,1,1,0,1
350832,10,5,17,0,1,4434,36,D,2,7544,35,1,1,0,0
350833,8,10,8,1,1,29324,25,D,3,38088,47,3,3,0,1
350834,14,35,17,0,1,536,50,B,2,3071,22,3,1,314,1
350835,10,15,1,0,1,2980,26,B,1,3658,22,1,,0,0
350836,10,25,,0,1,4708,32,D,2,6366,23,1,1,0,0
350837,8,15,2,0,0,,39,D,1,5612,59,1,1,0,0
350838,7,5,19,0,0,,60,B,2,1990,23,1,1,0,0
350839,4,20,1,0,0,,47,B,2,6951,48,4,3,0,1
350840,10,15,17,0,0,,36,B,2,6071,23,4,1,0,0
350841,7,30,1,0,0,,34,B,2,8432,20,1,1,0,0
350842,11,35,17,0,0,,32,B,1,6020,47,6,,73,0
350843,10,5,1,1,0,,52,B,1,8744,35,6,1,794,0
350844,6,30,4,0,1,9785,51,B,2,33963,46,1,,0,0
350845,14,60,14,0,0,,43,B,1,1939,22,2,1,0,0
350846,9,45,14,0,0,,56,B,1,4075,21,4,3,0,0
350847,6,10,2,0,0,,45,B,3,2579,19,5,1,0,0
350848,9,15,18,0,0,,36,B,11,10776,23,2,1,0,0
350849,9,55,14,0,1,1926,27,B,1,3149,11,3,1,0,0
350850,11,25,18,0,1,8800,38,B,2,8226,33,5,,0,0
350851,8,15,4,0,0,,55,D,1,3946,35,3,1,0,1
350852,11,25,19,0,0,,32,D,4,3846,21,3,1,0,0
350853,10,5,14,0,1,397,51,D,3,2351,23,8,2,0,0
350854,7,35,2,1,0,,29,A,3,13025,12,4,2,65,1
350855,7,45,,0,1,6075,54,B,1,6804,58,1,1,0,0
350856,6,10,2,0,1,11275,40,A,1,15698,11,9,2,839,1
350857,7,5,1,0,0,,28,D,1,4228,47,1,1,0,1
350858,10,15,14,0,0,,51,B,2,3394,23,9,2,15,0
350859,9,55,14,0,0,,35,B,2,4717,23,3,1,0,0
350860,9,40,17,0,0,,23,D,1,9530,21,1,,23,0
350861,7,35,2,1,0,,38,A,1,19647,48,1,1,0,1
350862,9,95,1,0,1,20291,18,D,2,16398,36,5,1,0,0
350863,9,75,14,0,0,,56,B,7,4965,24,12,3,76,0
350864,14,85,1,0,0,,32,B,1,3976,24,1,1,0,1
350865,8,35,,0,0,,45,B,2,15500,23,2,2,0,0
350866,10,20,17,1,1,10063,55,D,2,14934,22,3,,49,0
350867,5,20,19,0,1,13657,43,B,1,17656,34,3,2,0,0
350868,14,50,1,0,1,4993,36,B,1,7190,61,4,1,202,1
350869,10,90,1,0,1,3422,47,D,3,3083,35,3,1,0,0
350870,8,25,1,0,0,,21,B,1,6642,58,3,2,7,1
350871,9,55,,0,0,,27,B,1,2899,21,2,1,0,0
350872,10,90,14,0,1,3238,21,D,2,3223,11,2,2,0,0
350873,9,30,14,0,0,,43,D,6,2842,23,2,1,0,0
350874,7,5,1,0,0,,49,B,2,2229,21,5,,92,0
350875,8,25,4,0,0,,40,D,2,3378,48,4,2,125,0
350876,10,5,17,0,1,5293,44,B,3,8165,34,4,1,0,0
350877,7,35,3,1,0,,45,A,3,25459,32,7,1,45,0
350878,9,75,1,0,0,,32,A,3,3728,20,5,2,0,0
350879,9,10,14,0,0,,38,B,1,5928,24,3,1,3312,1
350880,9,40,1,0,1,3403,40,B,2,8350,48,2,2,0,0
350881,10,20,1,0,1,7533,27,D,2,8186,22,2,2,0,0
350882,10,5,1,0,1,4004,55,B,2,6746,23,9,3,25,0
350883,14,60,,0,0,,29,B,2,4213,23,1,1,0,0
350884,4,20,3,0,0,,59,B,1,10247,36,1,1,0,0
350885,5,10,3,0,0,,50,B,2,8224,23,1,1,0,1
350886,10,10,14,0,1,5762,44,D,1,8911,23,5,,68,0
350887,10,45,10,0,1,2495,32,D,4,3162,12,10,5,0,0
350888,14,40,14,0,1,3380,52,B,1,4113,22,1,1,0,0
350889,6,40,19,0,0,,51,B,6,3548,36,1,1,0,0
350890,9,30,14,0,1,2734,43,A,2,4308,22,1,1,0,0
350891,10,55,,0,1,1593,32,B,2,1414,12,2,1,23,0
350892,10,25,14,0,1,1212,39,B,3,2989,11,6,2,0,0
350893,8,35,1,0,1,4492,41,C,7,4502,23,14,2,0,0
350894,9,95,1,0,1,2450,57,B,1,4444,44,5,1,1,0
350895,11,5,14,0,0,,40,B,2,2816,22,9,4,15,0
350896,8,25,2,0,0,,40,C,1,5016,34,1,1,0,0
350897,14,85,14,0,0,,50,B,1,1921,11,1,,0,0
350898,13,5,3,0,0,,33,B,1,7855,23,1,1,0,0
350899,7,30,3,0,0,,41,C,2,7381,23,5,1,0,0
350900,8,25,3,0,0,,43,C,5,5124,31,9,1,90,0
350901,9,25,18,0,1,6538,55,B,3,8502,23,3,2,67,0
350902,14,50,1,0,1,3309,41,B,5,8532,23,1,1,0,0
350903,7,35,14,0,1,8234,55,B,1,6126,23,10,1,20,0
350904,10,25,17,1,0,,34,D,3,7030,21,4,2,0,0
350905,9,30,18,0,0,,54,B,5,7478,22,9,,165,0
350906,9,5,18,0,1,2469,28,D,4,11762,22,1,,1399,0
350907,10,20,1,0,1,13111,36,D,2,13434,32,3,2,0,1
350908,10,90,17,0,1,7100,28,D,2,6109,47,5,3,20,0
350909,7,10,14,0,0,,55,A,4,4008,23,2,1,5,0
350910,4,10,8,0,1,8422,47,B,2,8096,23,8,4,0,0
350911,9,25,1,1,0,,33,D,1,8961,33,4,1,56,1
350912,9,20,,0,1,20550,36,B,1,38464,59,2,1,49,0
350913,8,30,8,0,1,13149,36,B,2,10284,48,5,3,0,1
350914,9,60,1,0,1,13854,35,B,1,14960,35,4,4,0,1
350915,10,65,14,0,1,1470,53,D,2,2751,23,1,1,0,0
350916,7,25,1,0,0,,32,D,4,7861,47,6,4,0,1
350917,14,80,1,0,1,814,59,D,2,4015,35,1,1,0,0
350918,10,45,14,0,0,,37,A,2,3090,23,6,4,0,0
350919,10,10,1,1,0,,34,B,1,3149,22,2,1,0,0
350920,10,90,14,0,1,1968,30,B,3,2030,11,3,1,23,0
350921,8,15,2,0,0,,56,D,2,3854,58,2,2,0,0
350922,6,25,9,1,0,,51,B,2,6038,25,1,,16,0
350923,10,95,17,0,1,6421,37,D,3,6150,23,10,2,59,0
350924,8,15,1,0,0,,36,D,1,3687,35,1,1,0,1
350925,9,35,14,0,1,1487,43,B,2,1771,22,1,,0,0
350926,10,75,1,0,1,1722,39,B,2,2943,23,1,1,0,0
350927,10,55,1,0,1,12345,36,D,2,15960,24,3,,0,0
350928,8,10,9,0,1,4663,33,B,1,5021,13,3,,0,0
350929,5,40,1,0,0,,32,D,5,4101,36,2,,0,1
350930,10,25,,0,1,2017,47,B,2,4046,13,10,1,22,0
350931,9,65,1,0,1,8189,40,A,2,7983,47,8,3,0,0
350932,10,5,1,0,1,3804,43,D,1,3202,34,6,,0,0
350933,14,35,,0,1,3358,48,B,1,2755,21,4,,1,0
350934,7,40,9,0,0,,24,D,1,8766,48,1,1,0,0
350935,8,45,3,0,0,,44,B,1,7090,33,7,2,3,0
350936,4,10,3,0,0,,47,B,3,6349,36,1,1,0,0
350937,10,65,1,0,1,2398,40,D,3,2351,24,6,2,41,0
350938,7,20,1,0,1,4114,41,B,1,10254,23,1,,0,0
350939,9,30,18,0,0,,43,B,4,9825,22,2,,0,0
350940,10,75,14,0,0,,47,B,1,4717,11,2,1,0,0
